date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1980-09-23,Malaysia,Qatar,1.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,True
1980-09-23,Syria,China PR,1.0,0.0,AFC Asian Cup,Kuwait City,Kuwait,True
1980-09-24,Iran,North Korea,3.0,2.0,AFC Asian Cup,Kuwait City,Kuwait,True
1980-09-24,South Korea,United Arab Emirates,4.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,True
1980-09-25,China PR,Bangladesh,6.0,0.0,AFC Asian Cup,Kuwait City,Kuwait,True
1980-09-25,Kuwait,Qatar,4.0,0.0,AFC Asian Cup,Kuwait City,Kuwait,False
1980-09-26,Syria,North Korea,1.0,2.0,AFC Asian Cup,Kuwait City,Kuwait,True
1980-09-28,South Korea,North Korea,2.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,True
1980-09-28,Kuwait,Iran,2.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,False
1980-09-29,Iran,North Korea,3.0,0.0,AFC Asian Cup,Kuwait City,Kuwait,True
1980-09-30,Kuwait,South Korea,3.0,0.0,AFC Asian Cup,Kuwait City,Kuwait,False
1984-12-01,Iran,United Arab Emirates,3.0,0.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-01,Qatar,Syria,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-02,Saudi Arabia,South Korea,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-02,Singapore,India,2.0,0.0,AFC Asian Cup,Kallang,Singapore,False
1984-12-03,China PR,Iran,0.0,2.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-03,Kuwait,Qatar,1.0,0.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-04,Syria,Saudi Arabia,0.0,1.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-04,United Arab Emirates,India,2.0,0.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-05,South Korea,Kuwait,0.0,0.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-05,Singapore,China PR,0.0,2.0,AFC Asian Cup,Kallang,Singapore,False
1984-12-07,Iran,India,0.0,0.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-07,Syria,South Korea,1.0,0.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-08,Qatar,Saudi Arabia,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-08,Singapore,United Arab Emirates,0.0,1.0,AFC Asian Cup,Kallang,Singapore,False
1984-12-09,India,China PR,0.0,3.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-09,Kuwait,Syria,3.0,1.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-10,South Korea,Qatar,0.0,1.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-10,Singapore,Iran,1.0,1.0,AFC Asian Cup,Kallang,Singapore,False
1984-12-11,China PR,United Arab Emirates,5.0,0.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-11,Saudi Arabia,Kuwait,1.0,0.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-13,Saudi Arabia,Iran,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-14,Kuwait,China PR,0.0,1.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-16,Iran,Kuwait,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True
1984-12-16,Saudi Arabia,China PR,2.0,0.0,AFC Asian Cup,Kallang,Singapore,True
1988-09-15,Saudi Arabia,Iran,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
1988-12-02,Qatar,Iran,0.0,2.0,AFC Asian Cup,Doha,Qatar,False
1988-12-02,Syria,Saudi Arabia,0.0,2.0,AFC Asian Cup,Doha,Qatar,True
1988-12-03,Kuwait,Bahrain,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
1988-12-03,United Arab Emirates,South Korea,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
1988-12-04,China PR,Syria,3.0,0.0,AFC Asian Cup,Doha,Qatar,True
1988-12-04,Japan,Iran,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
1988-12-05,Qatar,United Arab Emirates,2.0,1.0,AFC Asian Cup,Doha,Qatar,False
1988-12-05,Saudi Arabia,Kuwait,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
1988-12-06,Bahrain,China PR,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
1988-12-06,South Korea,Japan,2.0,0.0,AFC Asian Cup,Doha,Qatar,True
1988-12-08,Iran,United Arab Emirates,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
1988-12-08,Syria,Kuwait,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
1988-12-09,Qatar,South Korea,2.0,3.0,AFC Asian Cup,Doha,Qatar,False
1988-12-09,Saudi Arabia,Bahrain,1.0,1.0,AFC Asian Cup,Doha,Qatar,True
1988-12-10,Kuwait,China PR,2.0,2.0,AFC Asian Cup,Doha,Qatar,True
1988-12-10,United Arab Emirates,Japan,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
1988-12-11,Bahrain,Syria,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
1988-12-11,South Korea,Iran,3.0,0.0,AFC Asian Cup,Doha,Qatar,True
1988-12-12,China PR,Saudi Arabia,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
1988-12-12,Qatar,Japan,3.0,0.0,AFC Asian Cup,Doha,Qatar,False
1988-12-14,South Korea,China PR,2.0,1.0,AFC Asian Cup,Doha,Qatar,True
1988-12-17,China PR,Iran,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
1988-12-18,South Korea,Saudi Arabia,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
1992-10-29,Qatar,Thailand,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,True
1992-10-29,Saudi Arabia,China PR,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,True
1992-10-30,Japan,United Arab Emirates,0.0,0.0,AFC Asian Cup,Onomichi,Japan,False
1992-10-30,North Korea,Iran,0.0,2.0,AFC Asian Cup,Onomichi,Japan,True
1992-10-31,China PR,Thailand,0.0,0.0,AFC Asian Cup,Hiroshima,Japan,True
1992-10-31,Saudi Arabia,Qatar,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,True
1992-11-01,Japan,North Korea,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,False
1992-11-01,United Arab Emirates,Iran,0.0,0.0,AFC Asian Cup,Hiroshima,Japan,True
1992-11-02,China PR,Qatar,2.0,1.0,AFC Asian Cup,Onomichi,Japan,True
1992-11-02,Saudi Arabia,Thailand,4.0,0.0,AFC Asian Cup,Onomichi,Japan,True
1992-11-03,Japan,Iran,1.0,0.0,AFC Asian Cup,Hiroshima,Japan,False
1992-11-03,United Arab Emirates,North Korea,2.0,1.0,AFC Asian Cup,Hiroshima,Japan,True
1992-11-06,Japan,China PR,3.0,2.0,AFC Asian Cup,Hiroshima,Japan,False
1992-11-06,Saudi Arabia,United Arab Emirates,2.0,0.0,AFC Asian Cup,Hiroshima,Japan,True
1992-11-08,China PR,United Arab Emirates,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,True
1992-11-08,Japan,Saudi Arabia,1.0,0.0,AFC Asian Cup,Hiroshima,Japan,False
1996-12-04,Indonesia,Kuwait,2.0,2.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
1996-12-04,United Arab Emirates,South Korea,1.0,1.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
1996-12-05,Iran,Iraq,1.0,2.0,AFC Asian Cup,Dubai,United Arab Emirates,True
1996-12-05,Saudi Arabia,Thailand,6.0,0.0,AFC Asian Cup,Dubai,United Arab Emirates,True
1996-12-06,China PR,Uzbekistan,0.0,2.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
1996-12-06,Japan,Syria,2.0,1.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
1996-12-07,South Korea,Indonesia,4.0,2.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
1996-12-07,United Arab Emirates,Kuwait,3.0,2.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
1996-12-08,Saudi Arabia,Iraq,1.0,0.0,AFC Asian Cup,Dubai,United Arab Emirates,True
1996-12-08,Thailand,Iran,1.0,3.0,AFC Asian Cup,Dubai,United Arab Emirates,True
1996-12-09,Japan,Uzbekistan,4.0,0.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
1996-12-09,Syria,China PR,0.0,3.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
1996-12-10,Kuwait,South Korea,2.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
1996-12-10,United Arab Emirates,Indonesia,2.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
1996-12-11,Iraq,Thailand,4.0,1.0,AFC Asian Cup,Dubai,United Arab Emirates,True
1996-12-11,Saudi Arabia,Iran,0.0,3.0,AFC Asian Cup,Dubai,United Arab Emirates,True
1996-12-12,Japan,China PR,1.0,0.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
1996-12-12,Uzbekistan,Syria,1.0,2.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
1996-12-15,Kuwait,Japan,2.0,0.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
1996-12-15,United Arab Emirates,Iraq,1.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
1996-12-16,South Korea,Iran,2.0,6.0,AFC Asian Cup,Dubai,United Arab Emirates,True
1996-12-16,Saudi Arabia,China PR,4.0,3.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
1996-12-19,Iran,Saudi Arabia,0.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
1996-12-19,United Arab Emirates,Kuwait,1.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
1996-12-21,Iran,Kuwait,1.0,1.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
1996-12-21,United Arab Emirates,Saudi Arabia,0.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
2000-10-12,Iraq,Thailand,2.0,0.0,AFC Asian Cup,Tripoli,Lebanon,True
2000-10-12,Lebanon,Iran,0.0,4.0,AFC Asian Cup,Beirut,Lebanon,False
2000-10-13,South Korea,China PR,2.0,2.0,AFC Asian Cup,Tripoli,Lebanon,True
2000-10-13,Kuwait,Indonesia,0.0,0.0,AFC Asian Cup,Tripoli,Lebanon,True
2000-10-14,Qatar,Uzbekistan,1.0,1.0,AFC Asian Cup,Sidon,Lebanon,True
2000-10-14,Saudi Arabia,Japan,1.0,4.0,AFC Asian Cup,Sidon,Lebanon,True
2000-10-15,Iran,Thailand,1.0,1.0,AFC Asian Cup,Beirut,Lebanon,True
2000-10-15,Lebanon,Iraq,2.0,2.0,AFC Asian Cup,Beirut,Lebanon,False
2000-10-16,China PR,Indonesia,4.0,0.0,AFC Asian Cup,Tripoli,Lebanon,True
2000-10-16,South Korea,Kuwait,0.0,1.0,AFC Asian Cup,Tripoli,Lebanon,True
2000-10-17,Japan,Uzbekistan,8.0,1.0,AFC Asian Cup,Sidon,Lebanon,True
2000-10-17,Saudi Arabia,Qatar,0.0,0.0,AFC Asian Cup,Sidon,Lebanon,True
2000-10-18,Iran,Iraq,1.0,0.0,AFC Asian Cup,Sidon,Lebanon,True
2000-10-18,Lebanon,Thailand,1.0,1.0,AFC Asian Cup,Beirut,Lebanon,False
2000-10-19,China PR,Kuwait,0.0,0.0,AFC Asian Cup,Tripoli,Lebanon,True
2000-10-19,South Korea,Indonesia,3.0,0.0,AFC Asian Cup,Beirut,Lebanon,True
2000-10-20,Japan,Qatar,1.0,1.0,AFC Asian Cup,Beirut,Lebanon,True
2000-10-20,Saudi Arabia,Uzbekistan,5.0,0.0,AFC Asian Cup,Sidon,Lebanon,True
2000-10-23,China PR,Qatar,3.0,1.0,AFC Asian Cup,Sidon,Lebanon,True
2000-10-23,Iran,South Korea,1.0,2.0,AFC Asian Cup,Tripoli,Lebanon,True
2000-10-24,Japan,Iraq,4.0,1.0,AFC Asian Cup,Beirut,Lebanon,True
2000-10-24,Kuwait,Saudi Arabia,2.0,3.0,AFC Asian Cup,Beirut,Lebanon,True
2000-10-26,China PR,Japan,2.0,3.0,AFC Asian Cup,Beirut,Lebanon,True
2000-10-26,South Korea,Saudi Arabia,1.0,2.0,AFC Asian Cup,Beirut,Lebanon,True
2000-10-29,China PR,South Korea,0.0,1.0,AFC Asian Cup,Beirut,Lebanon,True
2000-10-29,Japan,Saudi Arabia,1.0,0.0,AFC Asian Cup,Beirut,Lebanon,True
2004-07-17,China PR,Bahrain,2.0,2.0,AFC Asian Cup,Beijing,China PR,False
2004-07-18,Iraq,Uzbekistan,0.0,1.0,AFC Asian Cup,Chengdu,China PR,True
2004-07-18,Qatar,Indonesia,1.0,2.0,AFC Asian Cup,Beijing,China PR,True
2004-07-18,Saudi Arabia,Turkmenistan,2.0,2.0,AFC Asian Cup,Chengdu,China PR,True
2004-07-19,South Korea,Jordan,0.0,0.0,AFC Asian Cup,Jinan,China PR,True
2004-07-19,Kuwait,United Arab Emirates,3.0,1.0,AFC Asian Cup,Jinan,China PR,True
2004-07-20,Iran,Thailand,3.0,0.0,AFC Asian Cup,Chongqing,China PR,True
2004-07-20,Japan,Oman,1.0,0.0,AFC Asian Cup,Chongqing,China PR,True
2004-07-21,Bahrain,Qatar,1.0,1.0,AFC Asian Cup,Beijing,China PR,True
2004-07-21,China PR,Indonesia,5.0,0.0,AFC Asian Cup,Beijing,China PR,False
2004-07-22,Turkmenistan,Iraq,2.0,3.0,AFC Asian Cup,Chengdu,China PR,True
2004-07-22,Uzbekistan,Saudi Arabia,1.0,0.0,AFC Asian Cup,Chengdu,China PR,True
2004-07-23,Jordan,Kuwait,2.0,0.0,AFC Asian Cup,Jinan,China PR,True
2004-07-23,United Arab Emirates,South Korea,0.0,2.0,AFC Asian Cup,Jinan,China PR,True
2004-07-24,Oman,Iran,2.0,2.0,AFC Asian Cup,Chongqing,China PR,True
2004-07-24,Thailand,Japan,1.0,4.0,AFC Asian Cup,Chongqing,China PR,True
2004-07-25,Bahrain,Indonesia,3.0,1.0,AFC Asian Cup,Jinan,China PR,True
2004-07-25,China PR,Qatar,1.0,0.0,AFC Asian Cup,Beijing,China PR,False
2004-07-26,Saudi Arabia,Iraq,1.0,2.0,AFC Asian Cup,Chengdu,China PR,True
2004-07-26,Turkmenistan,Uzbekistan,0.0,1.0,AFC Asian Cup,Chongqing,China PR,True
2004-07-27,Jordan,United Arab Emirates,0.0,0.0,AFC Asian Cup,Beijing,China PR,True
2004-07-27,South Korea,Kuwait,4.0,0.0,AFC Asian Cup,Jinan,China PR,True
2004-07-28,Japan,Iran,0.0,0.0,AFC Asian Cup,Chongqing,China PR,True
2004-07-28,Oman,Thailand,2.0,0.0,AFC Asian Cup,Chengdu,China PR,True
2004-07-30,China PR,Iraq,3.0,0.0,AFC Asian Cup,Beijing,China PR,False
2004-07-30,Uzbekistan,Bahrain,2.0,2.0,AFC Asian Cup,Chengdu,China PR,True
2004-07-31,Japan,Jordan,1.0,1.0,AFC Asian Cup,Chongqing,China PR,True
2004-07-31,South Korea,Iran,3.0,4.0,AFC Asian Cup,Jinan,China PR,True
2004-08-03,Bahrain,Japan,3.0,4.0,AFC Asian Cup,Jinan,China PR,True
2004-08-03,China PR,Iran,1.0,1.0,AFC Asian Cup,Beijing,China PR,False
2004-08-06,Iran,Bahrain,4.0,2.0,AFC Asian Cup,Beijing,China PR,True
2004-08-07,China PR,Japan,1.0,3.0,AFC Asian Cup,Beijing,China PR,False
2007-07-07,Thailand,Iraq,1.0,1.0,AFC Asian Cup,Bangkok,Thailand,False
2007-07-08,Australia,Oman,1.0,1.0,AFC Asian Cup,Bangkok,Thailand,True
2007-07-08,Vietnam,United Arab Emirates,2.0,0.0,AFC Asian Cup,Hanoi,Vietnam,False
2007-07-09,Japan,Qatar,1.0,1.0,AFC Asian Cup,Hanoi,Vietnam,True
2007-07-10,Indonesia,Bahrain,2.0,1.0,AFC Asian Cup,Jakarta,Indonesia,False
2007-07-10,Malaysia,China PR,1.0,5.0,AFC Asian Cup,Kuala Lumpur,Malaysia,False
2007-07-11,Iran,Uzbekistan,2.0,1.0,AFC Asian Cup,Kuala Lumpur,Malaysia,True
2007-07-11,South Korea,Saudi Arabia,1.0,1.0,AFC Asian Cup,Jakarta,Indonesia,True
2007-07-12,Thailand,Oman,2.0,0.0,AFC Asian Cup,Bangkok,Thailand,False
2007-07-12,Vietnam,Qatar,1.0,1.0,AFC Asian Cup,Hanoi,Vietnam,False
2007-07-13,Iraq,Australia,3.0,1.0,AFC Asian Cup,Bangkok,Thailand,True
2007-07-13,United Arab Emirates,Japan,1.0,3.0,AFC Asian Cup,Hanoi,Vietnam,True
2007-07-14,Indonesia,Saudi Arabia,1.0,2.0,AFC Asian Cup,Jakarta,Indonesia,False
2007-07-14,Malaysia,Uzbekistan,0.0,5.0,AFC Asian Cup,Kuala Lumpur,Malaysia,False
2007-07-15,Bahrain,South Korea,2.0,1.0,AFC Asian Cup,Jakarta,Indonesia,True
2007-07-15,China PR,Iran,2.0,2.0,AFC Asian Cup,Kuala Lumpur,Malaysia,True
2007-07-16,Oman,Iraq,0.0,0.0,AFC Asian Cup,Bangkok,Thailand,True
2007-07-16,Qatar,United Arab Emirates,1.0,2.0,AFC Asian Cup,Ho Chi Minh City,Vietnam,True
2007-07-16,Thailand,Australia,0.0,4.0,AFC Asian Cup,Bangkok,Thailand,False
2007-07-16,Vietnam,Japan,1.0,4.0,AFC Asian Cup,Hanoi,Vietnam,False
2007-07-18,Indonesia,South Korea,0.0,1.0,AFC Asian Cup,Jakarta,Indonesia,False
2007-07-18,Malaysia,Iran,0.0,2.0,AFC Asian Cup,Kuala Lumpur,Malaysia,False
2007-07-18,Saudi Arabia,Bahrain,4.0,0.0,AFC Asian Cup,Palembang,Indonesia,True
2007-07-18,Uzbekistan,China PR,3.0,0.0,AFC Asian Cup,Shah Alam,Malaysia,True
2007-07-21,Iraq,Vietnam,2.0,0.0,AFC Asian Cup,Bangkok,Thailand,True
2007-07-21,Japan,Australia,1.0,1.0,AFC Asian Cup,Hanoi,Vietnam,True
2007-07-22,Iran,South Korea,0.0,0.0,AFC Asian Cup,Kuala Lumpur,Malaysia,True
2007-07-22,Saudi Arabia,Uzbekistan,2.0,1.0,AFC Asian Cup,Jakarta,Indonesia,True
2007-07-25,Iraq,South Korea,0.0,0.0,AFC Asian Cup,Kuala Lumpur,Malaysia,True
2007-07-25,Japan,Saudi Arabia,2.0,3.0,AFC Asian Cup,Hanoi,Vietnam,True
2007-07-28,South Korea,Japan,0.0,0.0,AFC Asian Cup,Palembang,Indonesia,True
2007-07-29,Iraq,Saudi Arabia,1.0,0.0,AFC Asian Cup,Jakarta,Indonesia,True
2011-01-07,Qatar,Uzbekistan,0.0,2.0,AFC Asian Cup,Doha,Qatar,False
2011-01-08,Kuwait,China PR,0.0,2.0,AFC Asian Cup,Doha,Qatar,True
2011-01-09,Japan,Jordan,1.0,1.0,AFC Asian Cup,Doha,Qatar,True
2011-01-09,Saudi Arabia,Syria,1.0,2.0,AFC Asian Cup,Rayyan,Qatar,True
2011-01-10,India,Australia,0.0,4.0,AFC Asian Cup,Doha,Qatar,True
2011-01-10,South Korea,Bahrain,2.0,1.0,AFC Asian Cup,Doha,Qatar,True
2011-01-11,Iraq,Iran,1.0,2.0,AFC Asian Cup,Rayyan,Qatar,True
2011-01-11,North Korea,United Arab Emirates,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
2011-01-12,Qatar,China PR,2.0,0.0,AFC Asian Cup,Doha,Qatar,False
2011-01-12,Uzbekistan,Kuwait,2.0,1.0,AFC Asian Cup,Doha,Qatar,True
2011-01-13,Jordan,Saudi Arabia,1.0,0.0,AFC Asian Cup,Rayyan,Qatar,True
2011-01-13,Syria,Japan,1.0,2.0,AFC Asian Cup,Doha,Qatar,True
2011-01-14,Australia,South Korea,1.0,1.0,AFC Asian Cup,Doha,Qatar,True
2011-01-14,Bahrain,India,5.0,2.0,AFC Asian Cup,Doha,Qatar,True
2011-01-15,Iran,North Korea,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
2011-01-15,United Arab Emirates,Iraq,0.0,1.0,AFC Asian Cup,Rayyan,Qatar,True
2011-01-16,China PR,Uzbekistan,2.0,2.0,AFC Asian Cup,Doha,Qatar,True
2011-01-16,Qatar,Kuwait,3.0,0.0,AFC Asian Cup,Doha,Qatar,False
2011-01-17,Jordan,Syria,2.0,1.0,AFC Asian Cup,Doha,Qatar,True
2011-01-17,Saudi Arabia,Japan,0.0,5.0,AFC Asian Cup,Rayyan,Qatar,True
2011-01-18,Australia,Bahrain,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
2011-01-18,South Korea,India,4.0,1.0,AFC Asian Cup,Doha,Qatar,True
2011-01-19,Iraq,North Korea,1.0,0.0,AFC Asian Cup,Rayyan,Qatar,True
2011-01-19,United Arab Emirates,Iran,0.0,3.0,AFC Asian Cup,Doha,Qatar,True
2011-01-21,Qatar,Japan,2.0,3.0,AFC Asian Cup,Doha,Qatar,False
2011-01-21,Uzbekistan,Jordan,2.0,1.0,AFC Asian Cup,Doha,Qatar,True
2011-01-22,Australia,Iraq,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
2011-01-22,Iran,South Korea,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
2011-01-25,Japan,South Korea,2.0,2.0,AFC Asian Cup,Doha,Qatar,True
2011-01-25,Uzbekistan,Australia,0.0,6.0,AFC Asian Cup,Doha,Qatar,True
2011-01-28,Uzbekistan,South Korea,2.0,3.0,AFC Asian Cup,Doha,Qatar,True
2011-01-29,Australia,Japan,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
2015-01-09,Australia,Kuwait,4.0,1.0,AFC Asian Cup,Melbourne,Australia,False
2015-01-10,South Korea,Oman,1.0,0.0,AFC Asian Cup,Canberra,Australia,True
2015-01-10,Saudi Arabia,China PR,0.0,1.0,AFC Asian Cup,Brisbane,Australia,True
2015-01-10,Uzbekistan,North Korea,1.0,0.0,AFC Asian Cup,Sydney,Australia,True
2015-01-11,Iran,Bahrain,2.0,0.0,AFC Asian Cup,Melbourne,Australia,True
2015-01-11,United Arab Emirates,Qatar,4.0,1.0,AFC Asian Cup,Canberra,Australia,True
2015-01-12,Japan,Palestine,4.0,0.0,AFC Asian Cup,Newcastle,Australia,True
2015-01-12,Jordan,Iraq,0.0,1.0,AFC Asian Cup,Brisbane,Australia,True
2015-01-13,Australia,Oman,4.0,0.0,AFC Asian Cup,Sydney,Australia,False
2015-01-13,Kuwait,South Korea,0.0,1.0,AFC Asian Cup,Canberra,Australia,True
2015-01-14,China PR,Uzbekistan,2.0,1.0,AFC Asian Cup,Brisbane,Australia,True
2015-01-14,North Korea,Saudi Arabia,1.0,4.0,AFC Asian Cup,Melbourne,Australia,True
2015-01-15,Bahrain,United Arab Emirates,1.0,2.0,AFC Asian Cup,Canberra,Australia,True
2015-01-15,Qatar,Iran,0.0,1.0,AFC Asian Cup,Sydney,Australia,True
2015-01-16,Iraq,Japan,0.0,1.0,AFC Asian Cup,Brisbane,Australia,True
2015-01-16,Palestine,Jordan,1.0,5.0,AFC Asian Cup,Melbourne,Australia,True
2015-01-17,Australia,South Korea,0.0,1.0,AFC Asian Cup,Brisbane,Australia,False
2015-01-17,Oman,Kuwait,1.0,0.0,AFC Asian Cup,Newcastle,Australia,True
2015-01-18,China PR,North Korea,2.0,1.0,AFC Asian Cup,Canberra,Australia,True
2015-01-18,Uzbekistan,Saudi Arabia,3.0,1.0,AFC Asian Cup,Melbourne,Australia,True
2015-01-19,Iran,United Arab Emirates,1.0,0.0,AFC Asian Cup,Brisbane,Australia,True
2015-01-19,Qatar,Bahrain,1.0,2.0,AFC Asian Cup,Sydney,Australia,True
2015-01-20,Iraq,Palestine,2.0,0.0,AFC Asian Cup,Canberra,Australia,True
2015-01-20,Japan,Jordan,2.0,0.0,AFC Asian Cup,Melbourne,Australia,True
2015-01-22,Australia,China PR,2.0,0.0,AFC Asian Cup,Brisbane,Australia,False
2015-01-22,South Korea,Uzbekistan,2.0,0.0,AFC Asian Cup,Melbourne,Australia,True
2015-01-23,Iran,Iraq,3.0,3.0,AFC Asian Cup,Canberra,Australia,True
2015-01-23,Japan,United Arab Emirates,1.0,1.0,AFC Asian Cup,Sydney,Australia,True
2015-01-26,South Korea,Iraq,2.0,0.0,AFC Asian Cup,Sydney,Australia,True
2015-01-27,Australia,United Arab Emirates,2.0,0.0,AFC Asian Cup,Newcastle,Australia,False
2015-01-30,Iraq,United Arab Emirates,2.0,3.0,AFC Asian Cup,Newcastle,Australia,True
2015-01-31,Australia,South Korea,2.0,1.0,AFC Asian Cup,Sydney,Australia,False
2019-01-05,United Arab Emirates,Bahrain,1.0,1.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
2019-01-06,Thailand,India,1.0,4.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
2019-01-06,Australia,Jordan,0.0,1.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
2019-01-06,Syria,Palestine,0.0,0.0,AFC Asian Cup,Sharjah,United Arab Emirates,True
2019-01-07,China PR,Kyrgyzstan,2.0,1.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
2019-01-07,South Korea,Philippines,1.0,0.0,AFC Asian Cup,Dubai,United Arab Emirates,True
2019-01-07,Iran,Yemen,5.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
2019-01-08,Iraq,Vietnam,3.0,2.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
2019-01-08,Saudi Arabia,North Korea,4.0,0.0,AFC Asian Cup,Dubai,United Arab Emirates,True
2019-01-09,Qatar,Lebanon,2.0,0.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
2019-01-09,Japan,Turkmenistan,3.0,2.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
2019-01-09,Uzbekistan,Oman,2.0,1.0,AFC Asian Cup,Sharjah,United Arab Emirates,True
2019-01-10,Bahrain,Thailand,0.0,1.0,AFC Asian Cup,Dubai,United Arab Emirates,True
2019-01-10,India,United Arab Emirates,0.0,2.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
2019-01-10,Jordan,Syria,2.0,0.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
2019-01-11,Palestine,Australia,0.0,3.0,AFC Asian Cup,Dubai,United Arab Emirates,True
2019-01-11,Philippines,China PR,0.0,3.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
2019-01-11,Kyrgyzstan,South Korea,0.0,1.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
2019-01-12,Vietnam,Iran,0.0,2.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
2019-01-12,Yemen,Iraq,0.0,3.0,AFC Asian Cup,Sharjah,United Arab Emirates,True
2019-01-12,Lebanon,Saudi Arabia,0.0,2.0,AFC Asian Cup,Dubai,United Arab Emirates,True
2019-01-13,North Korea,Qatar,0.0,6.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
2019-01-13,Oman,Japan,0.0,1.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
2019-01-13,Turkmenistan,Uzbekistan,0.0,4.0,AFC Asian Cup,Dubai,United Arab Emirates,True
2019-01-14,India,Bahrain,0.0,1.0,AFC Asian Cup,Sharjah,United Arab Emirates,True
2019-01-14,United Arab Emirates,Thailand,1.0,1.0,AFC Asian Cup,Al Ain,United Arab Emirates,False
2019-01-15,Australia,Syria,3.0,2.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
