date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
3/18/1959,Argentina,Peru,3.0,1.0,Copa America,Buenos Aires,Argentina,False
3/18/1959,Paraguay,Uruguay,1.0,3.0,Copa America,Buenos Aires,Argentina,True
3/21/1959,Bolivia,Brazil,2.0,4.0,Copa America,Buenos Aires,Argentina,True
3/21/1959,Chile,Peru,1.0,1.0,Copa America,Buenos Aires,Argentina,True
3/22/1959,Argentina,Paraguay,3.0,1.0,Copa America,Buenos Aires,Argentina,False
3/26/1959,Bolivia,Chile,2.0,5.0,Copa America,Buenos Aires,Argentina,True
3/26/1959,Brazil,Uruguay,3.0,1.0,Copa America,Buenos Aires,Argentina,True
3/29/1959,Bolivia,Peru,0.0,0.0,Copa America,Buenos Aires,Argentina,True
3/29/1959,Brazil,Paraguay,4.0,1.0,Copa America,Buenos Aires,Argentina,True
3/30/1959,Argentina,Uruguay,4.0,1.0,Copa America,Buenos Aires,Argentina,False
4/2/1959,Chile,Uruguay,1.0,0.0,Copa America,Buenos Aires,Argentina,True
4/2/1959,Paraguay,Peru,2.0,1.0,Copa America,Buenos Aires,Argentina,True
4/4/1959,Argentina,Brazil,1.0,1.0,Copa America,Buenos Aires,Argentina,False
12/5/1959,Brazil,Paraguay,3.0,2.0,Copa America,Guayaquil,Ecuador,True
12/6/1959,Ecuador,Uruguay,0.0,4.0,Copa America,Guayaquil,Ecuador,False
12/9/1959,Argentina,Paraguay,4.0,2.0,Copa America,Guayaquil,Ecuador,True
12/12/1959,Brazil,Uruguay,0.0,3.0,Copa America,Guayaquil,Ecuador,True
12/12/1959,Ecuador,Argentina,1.0,1.0,Copa America,Guayaquil,Ecuador,False
12/16/1959,Argentina,Uruguay,0.0,5.0,Copa America,Guayaquil,Ecuador,True
12/19/1959,Ecuador,Brazil,1.0,3.0,Copa America,Guayaquil,Ecuador,False
12/22/1959,Argentina,Brazil,4.0,1.0,Copa America,Guayaquil,Ecuador,True
12/22/1959,Paraguay,Uruguay,1.0,1.0,Copa America,Guayaquil,Ecuador,True
12/25/1959,Ecuador,Paraguay,3.0,1.0,Copa America,Guayaquil,Ecuador,False
3/10/1963,Argentina,Colombia,4.0,2.0,Copa America,Cochabamba,Bolivia,True
3/10/1963,Bolivia,Ecuador,4.0,4.0,Copa America,La Paz,Bolivia,False
3/10/1963,Brazil,Peru,1.0,0.0,Copa America,Cochabamba,Bolivia,True
3/13/1963,Argentina,Peru,1.0,2.0,Copa America,Cochabamba,Bolivia,True
3/14/1963,Brazil,Colombia,5.0,1.0,Copa America,La Paz,Bolivia,True
3/14/1963,Ecuador,Paraguay,1.0,3.0,Copa America,La Paz,Bolivia,True
3/17/1963,Bolivia,Colombia,2.0,1.0,Copa America,Cochabamba,Bolivia,False
3/17/1963,Brazil,Paraguay,0.0,2.0,Copa America,La Paz,Bolivia,True
3/17/1963,Ecuador,Peru,1.0,2.0,Copa America,La Paz,Bolivia,True
3/20/1963,Argentina,Ecuador,4.0,2.0,Copa America,Cochabamba,Bolivia,True
3/20/1963,Colombia,Paraguay,2.0,3.0,Copa America,Cochabamba,Bolivia,True
3/21/1963,Bolivia,Peru,3.0,2.0,Copa America,La Paz,Bolivia,False
3/24/1963,Argentina,Brazil,3.0,0.0,Copa America,La Paz,Bolivia,True
3/24/1963,Bolivia,Paraguay,2.0,0.0,Copa America,Cochabamba,Bolivia,False
3/24/1963,Colombia,Peru,1.0,1.0,Copa America,La Paz,Bolivia,True
3/27/1963,Brazil,Ecuador,2.0,2.0,Copa America,Cochabamba,Bolivia,True
3/27/1963,Paraguay,Peru,4.0,1.0,Copa America,Cochabamba,Bolivia,True
3/28/1963,Bolivia,Argentina,3.0,2.0,Copa America,La Paz,Bolivia,False
3/31/1963,Argentina,Paraguay,1.0,1.0,Copa America,La Paz,Bolivia,True
3/31/1963,Bolivia,Brazil,5.0,4.0,Copa America,Cochabamba,Bolivia,False
3/31/1963,Colombia,Ecuador,3.0,4.0,Copa America,La Paz,Bolivia,True
11/30/1966,Chile,Colombia,5.0,2.0,Copa America,Santiago,Chile,False
12/11/1966,Colombia,Chile,0.0,0.0,Copa America,Bogotá,Colombia,False
12/21/1966,Ecuador,Paraguay,2.0,2.0,Copa America,Guayaquil,Ecuador,False
12/28/1966,Paraguay,Ecuador,3.0,1.0,Copa America,Asunción,Paraguay,False
1/13/1967,Uruguay,Bolivia,4.0,0.0,Copa America,Montevideo,Uruguay,False
1/18/1967,Argentina,Paraguay,4.0,1.0,Copa America,Montevideo,Uruguay,True
1/18/1967,Chile,Venezuela,2.0,0.0,Copa America,Montevideo,Uruguay,True
1/21/1967,Uruguay,Venezuela,4.0,0.0,Copa America,Montevideo,Uruguay,False
1/22/1967,Bolivia,Argentina,0.0,1.0,Copa America,Montevideo,Uruguay,True
1/22/1967,Chile,Paraguay,4.0,2.0,Copa America,Montevideo,Uruguay,True
1/25/1967,Argentina,Venezuela,5.0,1.0,Copa America,Montevideo,Uruguay,True
1/25/1967,Paraguay,Bolivia,1.0,0.0,Copa America,Montevideo,Uruguay,True
1/26/1967,Uruguay,Chile,2.0,2.0,Copa America,Montevideo,Uruguay,False
1/28/1967,Argentina,Chile,2.0,0.0,Copa America,Montevideo,Uruguay,True
1/28/1967,Bolivia,Venezuela,0.0,3.0,Copa America,Montevideo,Uruguay,True
1/29/1967,Uruguay,Paraguay,2.0,0.0,Copa America,Montevideo,Uruguay,False
2/1/1967,Bolivia,Chile,0.0,0.0,Copa America,Montevideo,Uruguay,True
2/1/1967,Venezuela,Paraguay,3.0,5.0,Copa America,Montevideo,Uruguay,True
2/2/1967,Uruguay,Argentina,1.0,0.0,Copa America,Montevideo,Uruguay,False
7/17/1975,Chile,Peru,1.0,1.0,Copa America,Santiago,Chile,False
7/20/1975,Bolivia,Chile,2.0,1.0,Copa America,Oruro,Bolivia,False
7/20/1975,Colombia,Paraguay,1.0,0.0,Copa America,Bogotá,Colombia,False
7/24/1975,Ecuador,Paraguay,2.0,2.0,Copa America,Guayaquil,Ecuador,False
7/27/1975,Bolivia,Peru,0.0,1.0,Copa America,Oruro,Bolivia,False
7/27/1975,Ecuador,Colombia,1.0,3.0,Copa America,Quito,Ecuador,False
7/30/1975,Paraguay,Colombia,0.0,1.0,Copa America,Asunción,Paraguay,False
7/31/1975,Venezuela,Brazil,0.0,4.0,Copa America,Caracas,Venezuela,False
8/3/1975,Venezuela,Argentina,1.0,5.0,Copa America,Caracas,Venezuela,False
8/6/1975,Brazil,Argentina,2.0,1.0,Copa America,Belo Horizonte,Brazil,False
8/7/1975,Colombia,Ecuador,2.0,0.0,Copa America,Bogotá,Colombia,False
8/7/1975,Peru,Bolivia,3.0,1.0,Copa America,Lima,Peru,False
8/10/1975,Argentina,Venezuela,11.0,0.0,Copa America,Rosario,Argentina,False
8/10/1975,Paraguay,Ecuador,3.0,1.0,Copa America,Asunción,Paraguay,False
8/13/1975,Brazil,Venezuela,6.0,0.0,Copa America,Belo Horizonte,Brazil,False
8/13/1975,Chile,Bolivia,4.0,0.0,Copa America,Santiago,Chile,False
8/16/1975,Argentina,Brazil,0.0,1.0,Copa America,Rosario,Argentina,False
8/20/1975,Peru,Chile,3.0,1.0,Copa America,Lima,Peru,False
9/21/1975,Colombia,Uruguay,3.0,0.0,Copa America,Bogotá,Colombia,False
9/30/1975,Brazil,Peru,1.0,3.0,Copa America,Belo Horizonte,Brazil,False
10/1/1975,Uruguay,Colombia,1.0,0.0,Copa America,Montevideo,Uruguay,False
10/4/1975,Peru,Brazil,0.0,2.0,Copa America,Lima,Peru,False
10/16/1975,Colombia,Peru,1.0,0.0,Copa America,Bogotá,Colombia,False
10/22/1975,Peru,Colombia,2.0,0.0,Copa America,Lima,Peru,False
10/28/1975,Colombia,Peru,0.0,1.0,Copa America,Caracas,Venezuela,True
7/18/1979,Bolivia,Argentina,2.0,1.0,Copa America,La Paz,Bolivia,False
7/26/1979,Bolivia,Brazil,2.0,1.0,Copa America,La Paz,Bolivia,False
8/1/1979,Venezuela,Colombia,0.0,0.0,Copa America,San Cristóbal,Venezuela,False
8/2/1979,Brazil,Argentina,2.0,1.0,Copa America,Rio de Janeiro,Brazil,False
8/8/1979,Argentina,Bolivia,3.0,0.0,Copa America,Buenos Aires,Argentina,False
8/8/1979,Venezuela,Chile,1.0,1.0,Copa America,San Cristóbal,Venezuela,False
8/15/1979,Colombia,Chile,1.0,0.0,Copa America,Bogotá,Colombia,False
8/16/1979,Brazil,Bolivia,2.0,0.0,Copa America,São Paulo,Brazil,False
8/22/1979,Colombia,Venezuela,4.0,0.0,Copa America,Bogotá,Colombia,False
8/23/1979,Argentina,Brazil,2.0,2.0,Copa America,Buenos Aires,Argentina,False
8/29/1979,Chile,Venezuela,7.0,0.0,Copa America,Santiago,Chile,False
8/29/1979,Ecuador,Paraguay,1.0,2.0,Copa America,Quito,Ecuador,False
9/5/1979,Chile,Colombia,2.0,0.0,Copa America,Santiago,Chile,False
9/5/1979,Ecuador,Uruguay,2.0,1.0,Copa America,Quito,Ecuador,False
9/13/1979,Paraguay,Ecuador,2.0,0.0,Copa America,Asunción,Paraguay,False
9/16/1979,Uruguay,Ecuador,2.0,1.0,Copa America,Montevideo,Uruguay,False
9/20/1979,Paraguay,Uruguay,0.0,0.0,Copa America,Asunción,Paraguay,False
9/26/1979,Uruguay,Paraguay,2.0,2.0,Copa America,Montevideo,Uruguay,False
10/17/1979,Peru,Chile,1.0,2.0,Copa America,Lima,Peru,False
10/24/1979,Chile,Peru,0.0,0.0,Copa America,Santiago,Chile,False
10/24/1979,Paraguay,Brazil,2.0,1.0,Copa America,Asunción,Paraguay,False
10/31/1979,Brazil,Paraguay,2.0,2.0,Copa America,Rio de Janeiro,Brazil,False
11/28/1979,Paraguay,Chile,3.0,0.0,Copa America,Asunción,Paraguay,False
12/5/1979,Chile,Paraguay,1.0,0.0,Copa America,Santiago,Chile,False
12/11/1979,Chile,Paraguay,0.0,0.0,Copa America,Buenos Aires,Argentina,True
8/10/1983,Ecuador,Argentina,2.0,2.0,Copa America,Quito,Ecuador,False
8/14/1983,Bolivia,Colombia,0.0,1.0,Copa America,La Paz,Bolivia,False
8/17/1983,Ecuador,Brazil,0.0,1.0,Copa America,Quito,Ecuador,False
8/17/1983,Peru,Colombia,1.0,0.0,Copa America,Lima,Peru,False
8/21/1983,Bolivia,Peru,1.0,1.0,Copa America,La Paz,Bolivia,False
8/24/1983,Argentina,Brazil,1.0,0.0,Copa America,Buenos Aires,Argentina,False
8/28/1983,Colombia,Peru,2.0,2.0,Copa America,Bogotá,Colombia,False
8/31/1983,Colombia,Bolivia,2.0,2.0,Copa America,Bogotá,Colombia,False
9/1/1983,Brazil,Ecuador,5.0,0.0,Copa America,Goiânia,Brazil,False
9/1/1983,Uruguay,Chile,2.0,1.0,Copa America,Montevideo,Uruguay,False
9/4/1983,Peru,Bolivia,2.0,1.0,Copa America,Lima,Peru,False
9/4/1983,Uruguay,Venezuela,3.0,0.0,Copa America,Montevideo,Uruguay,False
9/7/1983,Argentina,Ecuador,2.0,2.0,Copa America,Buenos Aires,Argentina,False
9/8/1983,Chile,Venezuela,5.0,0.0,Copa America,Santiago,Chile,False
9/11/1983,Chile,Uruguay,2.0,0.0,Copa America,Santiago,Chile,False
9/14/1983,Brazil,Argentina,0.0,0.0,Copa America,Rio de Janeiro,Brazil,False
9/18/1983,Venezuela,Uruguay,1.0,2.0,Copa America,Caracas,Venezuela,False
9/21/1983,Venezuela,Chile,0.0,0.0,Copa America,Caracas,Venezuela,False
10/13/1983,Paraguay,Brazil,1.0,1.0,Copa America,Asunción,Paraguay,False
10/13/1983,Peru,Uruguay,0.0,1.0,Copa America,Lima,Peru,False
10/20/1983,Brazil,Paraguay,0.0,0.0,Copa America,Uberlândia,Brazil,False
10/20/1983,Uruguay,Peru,1.0,1.0,Copa America,Montevideo,Uruguay,False
10/27/1983,Uruguay,Brazil,2.0,0.0,Copa America,Montevideo,Uruguay,False
11/4/1983,Brazil,Uruguay,1.0,1.0,Copa America,Salvador,Brazil,False
6/27/1987,Argentina,Peru,1.0,1.0,Copa America,Buenos Aires,Argentina,False
6/28/1987,Brazil,Venezuela,5.0,0.0,Copa America,Córdoba,Argentina,True
6/28/1987,Paraguay,Bolivia,0.0,0.0,Copa America,Rosario,Argentina,True
6/30/1987,Venezuela,Chile,1.0,3.0,Copa America,Córdoba,Argentina,True
7/1/1987,Bolivia,Colombia,0.0,2.0,Copa America,Rosario,Argentina,True
7/2/1987,Argentina,Ecuador,3.0,0.0,Copa America,Buenos Aires,Argentina,False
7/3/1987,Chile,Brazil,4.0,0.0,Copa America,Córdoba,Argentina,True
7/4/1987,Peru,Ecuador,1.0,1.0,Copa America,Buenos Aires,Argentina,True
7/5/1987,Colombia,Paraguay,3.0,0.0,Copa America,Rosario,Argentina,True
7/8/1987,Chile,Colombia,2.0,1.0,Copa America,Córdoba,Argentina,True
7/9/1987,Argentina,Uruguay,0.0,1.0,Copa America,Buenos Aires,Argentina,False
7/11/1987,Argentina,Colombia,1.0,2.0,Copa America,Buenos Aires,Argentina,False
7/12/1987,Chile,Uruguay,0.0,1.0,Copa America,Buenos Aires,Argentina,True
7/1/1989,Brazil,Venezuela,3.0,1.0,Copa America,Salvador,Brazil,False
7/1/1989,Paraguay,Peru,5.0,2.0,Copa America,Salvador,Brazil,True
7/2/1989,Argentina,Chile,1.0,0.0,Copa America,Goiânia,Brazil,True
7/2/1989,Uruguay,Ecuador,0.0,1.0,Copa America,Goiânia,Brazil,True
7/3/1989,Brazil,Peru,0.0,0.0,Copa America,Salvador,Brazil,False
7/3/1989,Venezuela,Colombia,2.0,4.0,Copa America,Salvador,Brazil,True
7/4/1989,Argentina,Ecuador,0.0,0.0,Copa America,Goiânia,Brazil,True
7/4/1989,Uruguay,Bolivia,3.0,0.0,Copa America,Goiânia,Brazil,True
7/5/1989,Colombia,Paraguay,0.0,1.0,Copa America,Salvador,Brazil,True
7/5/1989,Peru,Venezuela,1.0,1.0,Copa America,Salvador,Brazil,True
7/6/1989,Chile,Uruguay,0.0,3.0,Copa America,Goiânia,Brazil,True
7/6/1989,Ecuador,Bolivia,0.0,0.0,Copa America,Goiânia,Brazil,True
7/7/1989,Brazil,Colombia,0.0,0.0,Copa America,Salvador,Brazil,False
7/7/1989,Paraguay,Venezuela,3.0,0.0,Copa America,Salvador,Brazil,True
7/8/1989,Bolivia,Chile,0.0,5.0,Copa America,Goiânia,Brazil,True
7/8/1989,Uruguay,Argentina,0.0,1.0,Copa America,Goiânia,Brazil,True
7/9/1989,Brazil,Paraguay,2.0,0.0,Copa America,Recife,Brazil,False
7/9/1989,Colombia,Peru,1.0,1.0,Copa America,Recife,Brazil,True
7/10/1989,Argentina,Bolivia,0.0,0.0,Copa America,Goiânia,Brazil,True
7/10/1989,Chile,Ecuador,2.0,1.0,Copa America,Goiânia,Brazil,True
7/12/1989,Brazil,Argentina,2.0,0.0,Copa America,Rio de Janeiro,Brazil,False
7/12/1989,Paraguay,Uruguay,0.0,3.0,Copa America,Rio de Janeiro,Brazil,True
7/14/1989,Argentina,Uruguay,0.0,2.0,Copa America,Rio de Janeiro,Brazil,True
7/14/1989,Brazil,Paraguay,3.0,0.0,Copa America,Rio de Janeiro,Brazil,False
7/16/1989,Brazil,Uruguay,1.0,0.0,Copa America,Rio de Janeiro,Brazil,False
7/16/1989,Paraguay,Argentina,0.0,0.0,Copa America,Rio de Janeiro,Brazil,True
7/6/1991,Chile,Venezuela,2.0,0.0,Copa America,Santiago,Chile,False
7/6/1991,Paraguay,Peru,1.0,0.0,Copa America,Santiago,Chile,True
7/7/1991,Bolivia,Uruguay,1.0,1.0,Copa America,Valparaíso,Chile,True
7/7/1991,Colombia,Ecuador,1.0,0.0,Copa America,Valparaíso,Chile,True
7/8/1991,Argentina,Venezuela,3.0,0.0,Copa America,Santiago,Chile,True
7/8/1991,Chile,Peru,4.0,2.0,Copa America,Concepción,Chile,False
7/9/1991,Bolivia,Brazil,1.0,2.0,Copa America,Viña del Mar,Chile,True
7/9/1991,Ecuador,Uruguay,1.0,1.0,Copa America,Viña del Mar,Chile,True
7/10/1991,Chile,Argentina,0.0,1.0,Copa America,Santiago,Chile,False
7/10/1991,Paraguay,Venezuela,5.0,0.0,Copa America,Santiago,Chile,True
7/11/1991,Bolivia,Colombia,0.0,0.0,Copa America,Viña del Mar,Chile,True
7/11/1991,Brazil,Uruguay,1.0,1.0,Copa America,Viña del Mar,Chile,True
7/12/1991,Argentina,Paraguay,4.0,1.0,Copa America,Concepción,Chile,True
7/12/1991,Peru,Venezuela,5.0,1.0,Copa America,Santiago,Chile,True
7/13/1991,Bolivia,Ecuador,0.0,4.0,Copa America,Viña del Mar,Chile,True
7/13/1991,Brazil,Colombia,0.0,2.0,Copa America,Viña del Mar,Chile,True
7/14/1991,Argentina,Peru,3.0,2.0,Copa America,Santiago,Chile,True
7/14/1991,Chile,Paraguay,4.0,0.0,Copa America,Santiago,Chile,False
7/15/1991,Brazil,Ecuador,3.0,1.0,Copa America,Viña del Mar,Chile,True
7/15/1991,Colombia,Uruguay,0.0,1.0,Copa America,Viña del Mar,Chile,True
7/17/1991,Argentina,Brazil,3.0,2.0,Copa America,Santiago,Chile,True
7/17/1991,Chile,Colombia,1.0,1.0,Copa America,Santiago,Chile,False
7/19/1991,Brazil,Colombia,2.0,0.0,Copa America,Santiago,Chile,True
7/19/1991,Chile,Argentina,0.0,0.0,Copa America,Santiago,Chile,False
7/21/1991,Argentina,Colombia,2.0,1.0,Copa America,Santiago,Chile,True
7/21/1991,Chile,Brazil,0.0,2.0,Copa America,Santiago,Chile,False
6/15/1993,Ecuador,Venezuela,6.0,1.0,Copa America,Quito,Ecuador,False
6/16/1993,Colombia,Mexico,2.0,1.0,Copa America,Machala,Ecuador,True
6/16/1993,Uruguay,United States,1.0,0.0,Copa America,Ambato,Ecuador,True
6/17/1993,Argentina,Bolivia,1.0,0.0,Copa America,Guayaquil,Ecuador,True
6/18/1993,Brazil,Peru,0.0,0.0,Copa America,Cuenca,Ecuador,True
6/18/1993,Paraguay,Chile,1.0,0.0,Copa America,Cuenca,Ecuador,True
6/19/1993,Ecuador,United States,2.0,0.0,Copa America,Quito,Ecuador,False
6/19/1993,Uruguay,Venezuela,2.0,2.0,Copa America,Ambato,Ecuador,True
6/20/1993,Argentina,Mexico,1.0,1.0,Copa America,Guayaquil,Ecuador,True
6/20/1993,Colombia,Bolivia,1.0,1.0,Copa America,Machala,Ecuador,True
6/21/1993,Brazil,Chile,2.0,3.0,Copa America,Cuenca,Ecuador,True
6/21/1993,Paraguay,Peru,1.0,1.0,Copa America,Cuenca,Ecuador,True
6/22/1993,Ecuador,Uruguay,2.0,1.0,Copa America,Quito,Ecuador,False
6/22/1993,United States,Venezuela,3.0,3.0,Copa America,Quito,Ecuador,True
6/23/1993,Argentina,Colombia,1.0,1.0,Copa America,Guayaquil,Ecuador,True
6/23/1993,Mexico,Bolivia,0.0,0.0,Copa America,Portoviejo,Ecuador,True
6/24/1993,Brazil,Paraguay,3.0,0.0,Copa America,Cuenca,Ecuador,True
6/24/1993,Chile,Peru,0.0,1.0,Copa America,Cuenca,Ecuador,True
6/26/1993,Colombia,Uruguay,1.0,1.0,Copa America,Guayaquil,Ecuador,True
6/26/1993,Ecuador,Paraguay,3.0,0.0,Copa America,Quito,Ecuador,False
6/27/1993,Brazil,Argentina,1.0,1.0,Copa America,Guayaquil,Ecuador,True
6/27/1993,Peru,Mexico,2.0,4.0,Copa America,Quito,Ecuador,True
6/30/1993,Ecuador,Mexico,0.0,2.0,Copa America,Quito,Ecuador,False
7/1/1993,Colombia,Argentina,0.0,0.0,Copa America,Guayaquil,Ecuador,True
7/3/1993,Ecuador,Colombia,0.0,1.0,Copa America,Portoviejo,Ecuador,False
7/4/1993,Argentina,Mexico,2.0,1.0,Copa America,Guayaquil,Ecuador,True
7/5/1995,Uruguay,Venezuela,4.0,1.0,Copa America,Montevideo,Uruguay,False
7/6/1995,Mexico,Paraguay,1.0,2.0,Copa America,Maldonado,Uruguay,True
7/7/1995,Brazil,Ecuador,1.0,0.0,Copa America,Rivera,Uruguay,True
7/7/1995,Colombia,Peru,1.0,1.0,Copa America,Rivera,Uruguay,True
7/8/1995,Argentina,Bolivia,2.0,1.0,Copa America,Paysandú,Uruguay,True
7/8/1995,United States,Chile,2.0,1.0,Copa America,Paysandú,Uruguay,True
7/9/1995,Mexico,Venezuela,3.0,1.0,Copa America,Maldonado,Uruguay,True
7/9/1995,Uruguay,Paraguay,1.0,0.0,Copa America,Montevideo,Uruguay,False
7/10/1995,Brazil,Peru,2.0,0.0,Copa America,Rivera,Uruguay,True
7/10/1995,Colombia,Ecuador,1.0,0.0,Copa America,Rivera,Uruguay,True
7/11/1995,Argentina,Chile,4.0,0.0,Copa America,Paysandú,Uruguay,True
7/11/1995,United States,Bolivia,0.0,1.0,Copa America,Paysandú,Uruguay,True
7/12/1995,Paraguay,Venezuela,3.0,2.0,Copa America,Maldonado,Uruguay,True
7/13/1995,Brazil,Colombia,3.0,0.0,Copa America,Rivera,Uruguay,True
7/13/1995,Peru,Ecuador,1.0,2.0,Copa America,Rivera,Uruguay,True
7/13/1995,Uruguay,Mexico,1.0,1.0,Copa America,Montevideo,Uruguay,False
7/14/1995,Argentina,United States,0.0,3.0,Copa America,Paysandú,Uruguay,True
7/14/1995,Chile,Bolivia,2.0,2.0,Copa America,Paysandú,Uruguay,True
7/16/1995,Paraguay,Colombia,1.0,1.0,Copa America,Montevideo,Uruguay,True
7/16/1995,Uruguay,Bolivia,2.0,1.0,Copa America,Montevideo,Uruguay,False
7/17/1995,Brazil,Argentina,2.0,2.0,Copa America,Rivera,Uruguay,True
7/17/1995,United States,Mexico,0.0,0.0,Copa America,Paysandú,Uruguay,True
7/19/1995,Uruguay,Colombia,2.0,0.0,Copa America,Montevideo,Uruguay,False
7/20/1995,United States,Brazil,0.0,1.0,Copa America,Maldonado,Uruguay,True
7/22/1995,Colombia,United States,4.0,1.0,Copa America,Maldonado,Uruguay,True
7/23/1995,Uruguay,Brazil,1.0,1.0,Copa America,Montevideo,Uruguay,False
6/11/1997,Argentina,Ecuador,0.0,0.0,Copa America,Cochabamba,Bolivia,True
6/11/1997,Chile,Paraguay,0.0,1.0,Copa America,Cochabamba,Bolivia,True
6/12/1997,Bolivia,Venezuela,1.0,0.0,Copa America,La Paz,Bolivia,False
6/12/1997,Peru,Uruguay,1.0,0.0,Copa America,Sucre,Bolivia,True
6/13/1997,Brazil,Costa Rica,5.0,0.0,Copa America,Santa Cruz,Bolivia,True
6/13/1997,Mexico,Colombia,2.0,1.0,Copa America,Santa Cruz,Bolivia,True
6/14/1997,Argentina,Chile,2.0,0.0,Copa America,Cochabamba,Bolivia,True
6/14/1997,Paraguay,Ecuador,0.0,2.0,Copa America,Cochabamba,Bolivia,True
6/15/1997,Bolivia,Peru,2.0,0.0,Copa America,La Paz,Bolivia,False
6/15/1997,Uruguay,Venezuela,2.0,0.0,Copa America,Sucre,Bolivia,True
6/16/1997,Brazil,Mexico,3.0,2.0,Copa America,Santa Cruz,Bolivia,True
6/16/1997,Colombia,Costa Rica,4.0,1.0,Copa America,Santa Cruz,Bolivia,True
6/17/1997,Argentina,Paraguay,1.0,1.0,Copa America,Cochabamba,Bolivia,True
6/17/1997,Chile,Ecuador,1.0,2.0,Copa America,Cochabamba,Bolivia,True
6/18/1997,Bolivia,Uruguay,1.0,0.0,Copa America,La Paz,Bolivia,False
6/18/1997,Peru,Venezuela,2.0,0.0,Copa America,Sucre,Bolivia,True
6/19/1997,Brazil,Colombia,2.0,0.0,Copa America,Santa Cruz,Bolivia,True
6/19/1997,Mexico,Costa Rica,1.0,1.0,Copa America,Santa Cruz,Bolivia,True
6/21/1997,Bolivia,Colombia,2.0,1.0,Copa America,La Paz,Bolivia,False
6/21/1997,Peru,Argentina,2.0,1.0,Copa America,Sucre,Bolivia,True
6/22/1997,Brazil,Paraguay,2.0,0.0,Copa America,Santa Cruz,Bolivia,True
6/22/1997,Ecuador,Mexico,1.0,1.0,Copa America,Cochabamba,Bolivia,True
6/25/1997,Bolivia,Mexico,3.0,1.0,Copa America,La Paz,Bolivia,False
6/26/1997,Brazil,Peru,7.0,0.0,Copa America,Santa Cruz,Bolivia,True
6/28/1997,Mexico,Peru,1.0,0.0,Copa America,Oruro,Bolivia,True
6/29/1997,Bolivia,Brazil,1.0,3.0,Copa America,La Paz,Bolivia,False
6/29/1999,Paraguay,Bolivia,0.0,0.0,Copa America,Asunción,Paraguay,False
6/29/1999,Peru,Japan,3.0,2.0,Copa America,Asunción,Paraguay,True
6/30/1999,Brazil,Venezuela,7.0,0.0,Copa America,Ciudad del Este,Paraguay,True
6/30/1999,Chile,Mexico,0.0,1.0,Copa America,Ciudad del Este,Paraguay,True
7/1/1999,Argentina,Ecuador,3.0,1.0,Copa America,Luque,Paraguay,True
7/1/1999,Uruguay,Colombia,0.0,1.0,Copa America,Asunción,Paraguay,True
7/2/1999,Paraguay,Japan,4.0,0.0,Copa America,Asunción,Paraguay,False
7/2/1999,Peru,Bolivia,1.0,0.0,Copa America,Asunción,Paraguay,True
7/3/1999,Brazil,Mexico,2.0,1.0,Copa America,Ciudad del Este,Paraguay,True
7/3/1999,Chile,Venezuela,3.0,0.0,Copa America,Ciudad del Este,Paraguay,True
7/4/1999,Argentina,Colombia,0.0,3.0,Copa America,Luque,Paraguay,True
7/4/1999,Uruguay,Ecuador,2.0,1.0,Copa America,Luque,Paraguay,True
7/5/1999,Bolivia,Japan,1.0,1.0,Copa America,Pedro Juan Caballero,Paraguay,True
7/5/1999,Paraguay,Peru,1.0,0.0,Copa America,Pedro Juan Caballero,Paraguay,False
7/6/1999,Brazil,Chile,1.0,0.0,Copa America,Ciudad del Este,Paraguay,True
7/6/1999,Mexico,Venezuela,3.0,1.0,Copa America,Ciudad del Este,Paraguay,True
7/7/1999,Colombia,Ecuador,2.0,1.0,Copa America,Luque,Paraguay,True
7/7/1999,Uruguay,Argentina,0.0,2.0,Copa America,Luque,Paraguay,True
7/10/1999,Mexico,Peru,3.0,3.0,Copa America,Asunción,Paraguay,True
7/10/1999,Paraguay,Uruguay,1.0,1.0,Copa America,Asunción,Paraguay,False
7/11/1999,Brazil,Argentina,2.0,1.0,Copa America,Ciudad del Este,Paraguay,True
7/11/1999,Chile,Colombia,3.0,2.0,Copa America,Luque,Paraguay,True
7/13/1999,Uruguay,Chile,1.0,1.0,Copa America,Asunción,Paraguay,True
7/14/1999,Mexico,Brazil,0.0,2.0,Copa America,Ciudad del Este,Paraguay,True
7/17/1999,Chile,Mexico,1.0,2.0,Copa America,Asunción,Paraguay,True
7/18/1999,Brazil,Uruguay,3.0,0.0,Copa America,Asunción,Paraguay,True
7/11/2001,Colombia,Venezuela,2.0,0.0,Copa America,Barranquilla,Colombia,False
7/11/2001,Ecuador,Chile,1.0,4.0,Copa America,Barranquilla,Colombia,True
7/12/2001,Brazil,Mexico,0.0,1.0,Copa America,Cali,Colombia,True
7/12/2001,Peru,Paraguay,3.0,3.0,Copa America,Cali,Colombia,True
7/13/2001,Bolivia,Uruguay,0.0,1.0,Copa America,Medellín,Colombia,True
7/13/2001,Honduras,Costa Rica,0.0,1.0,Copa America,Medellín,Colombia,True
7/14/2001,Chile,Venezuela,1.0,0.0,Copa America,Barranquilla,Colombia,True
7/14/2001,Colombia,Ecuador,1.0,0.0,Copa America,Barranquilla,Colombia,False
7/15/2001,Brazil,Peru,2.0,0.0,Copa America,Cali,Colombia,True
7/15/2001,Paraguay,Mexico,0.0,0.0,Copa America,Cali,Colombia,True
7/16/2001,Honduras,Bolivia,2.0,0.0,Copa America,Medellín,Colombia,True
